58		2		0
16		0		5
7		3		1
28		0		6
71		3		1
91		3		4
35		3		0
68		0		7
25		1		5
6		2		3
10		2		7
24		0		0
12		0		0
91		3		0
23		3		0
41		1		6
60		0		1
51		3		4
26		2		7
94		2		1
24		0		2
46		2		3
18		2		2
39		3		0
83		3		5
31		3		1
84		0		4
42		2		1
12		0		1
33		1		7
74		2		7
21		1		2
88		0		0
6		2		3
51		3		1
16		0		7
91		3		2
39		3		5
80		0		6
5		1		4
75		3		1
9		1		0
97		1		7
61		1		1
37		1		2
96		0		3
73		1		6
49		1		2
90		2		4
81		1		6
13		1		1
73		1		0
64		0		0
17		1		0
90		2		3
8		0		2
64		0		2
30		2		1
73		1		3
22		2		2
37		1		2
25		1		7
88		0		3
77		1		7
35		3		6
25		1		4
7		3		2
56		0		3
11		3		1
68		0		1
48		0		0
23		3		0
98		2		5
77		1		4
96		0		3
34		2		6
18		2		4
1		1		6
87		3		6
37		1		6
88		0		2
74		2		3
13		1		6
71		3		0
55		3		3
77		1		4
19		3		5
72		0		6
6		2		6
90		2		3
49		1		0
93		1		7
84		0		6
78		2		3
24		0		3
49		1		0
82		2		3
63		3		3
5		1		2
19		3		1
77		1		4
21		1		1
1		1		1
15		3		4
43		3		1
67		3		1
29		1		0
16		0		6
54		2		6
41		1		2
14		2		3
94		2		0
66		2		5
91		3		0
44		0		6
37		1		5
10		2		6
18		2		4
3		3		5
24		0		7
90		2		7
44		0		0
51		3		0
38		2		5
59		3		7
39		3		1
22		2		1
69		1		1
42		2		4
65		1		6
74		2		2
60		0		4
12		0		2
48		0		7
64		0		0
66		2		6
15		3		6
78		2		6
75		3		4
27		3		6
0		0		2
7		3		6
51		3		0
63		3		2
40		0		0
80		0		6
82		2		4
50		2		2
71		3		3
66		2		7
75		3		0
93		1		3
47		3		4
61		1		6
92		0		5
56		0		4
7		3		3
67		3		3
95		3		2
5		1		7
63		3		5
1		1		5
78		2		7
96		0		1
2		2		2
40		0		6
46		2		5
21		1		1
9		1		2
15		3		2
75		3		3
46		2		7
90		2		1
46		2		1
48		0		7
72		0		7
40		0		5
60		0		6
77		1		4
71		3		7
70		2		7
61		1		1
49		1		6
62		2		6
21		1		2
12		0		0
53		1		7
35		3		4
24		0		1
29		1		4
36		0		6
87		3		5
27		3		0
47		3		0
56		0		3
88		0		3
34		2		5
96		0		7
36		0		6
94		2		5
88		0		6
57		1		6
17		1		5
38		2		6
26		2		7
18		2		7
73		1		6
40		0		1
6		2		7
9		1		2
58		2		1
41		1		5
3		3		1
80		0		3
48		0		2
0		0		0
85		1		5
30		2		6
50		2		0
96		0		1
40		0		7
40		0		5
73		1		4
18		2		3
19		3		0
93		1		6
29		1		3
75		3		0
24		0		7
23		3		4
82		2		3
13		1		3
33		1		3
21		1		3
16		0		6
60		0		4
37		1		4
21		1		2
32		0		0
41		1		4
20		0		2
34		2		1
73		1		5
34		2		2
64		0		5
74		2		6
33		1		3
17		1		2
35		3		3
1		1		3
61		1		2
59		3		6
66		2		0
60		0		7
20		0		5
55		3		0
91		3		5
42		2		5
50		2		4
15		3		6
37		1		5
65		1		2
29		1		6
88		0		0
73		1		2
67		3		2
56		0		2
84		0		2
58		2		0
73		1		3
1		1		4
23		3		5
69		1		5
58		2		3
45		1		1
86		2		3
14		2		7
5		1		7
37		1		2
59		3		7
88		0		2
97		1		0
56		0		2
18		2		7
82		2		4
98		2		0
24		0		5
29		1		2
39		3		7
17		1		4
64		0		7
19		3		6
58		2		5
74		2		4
23		3		5
59		3		3
64		0		4
59		3		4
94		2		5
87		3		1
21		1		5
13		1		2
59		3		6
92		0		6
33		1		1
86		2		5
65		1		2
27		3		7
35		3		1
71		3		6
87		3		6
73		1		7
91		3		4
75		3		1
61		1		7
62		2		3
52		0		3
29		1		7
73		1		1
13		1		6
82		2		0
7		3		3
58		2		7
23		3		1
88		0		6
7		3		7
77		1		0
30		2		0
16		0		2
53		1		5
25		1		4
60		0		5
47		3		5
41		1		1
14		2		2
31		3		1
6		2		3
48		0		4
74		2		7
13		1		2
18		2		4
90		2		3
52		0		0
15		3		0
82		2		4
98		2		3
88		0		6
37		1		0
52		0		6
61		1		2
84		0		0
19		3		3
31		3		0
59		3		5
91		3		5
20		0		5
45		1		2
8		0		6
34		2		3
18		2		5
96		0		4
76		0		0
27		3		1
76		0		7
95		3		1
1		1		0
30		2		5
75		3		5
41		1		2
19		3		4
11		3		3
46		2		1
53		1		2
7		3		7
34		2		5
56		0		6
94		2		5
18		2		5
50		2		7
4		0		6
32		0		5
78		2		2
78		2		1
76		0		7
91		3		3
4		0		3
86		2		6
12		0		3
8		0		3
78		2		6
48		0		7
24		0		2
72		0		3
67		3		2
42		2		3
20		0		2
29		1		6
41		1		3
55		3		5
79		3		3
16		0		7
54		2		6
37		1		2
45		1		5
89		1		3
40		0		5
62		2		0
32		0		6
63		3		7
61		1		5
23		3		1
32		0		4
36		0		5
63		3		7
42		2		2
42		2		2
29		1		0
12		0		6
14		2		1
64		0		7
32		0		0
93		1		7
72		0		5
81		1		4
76		0		6
41		1		7
28		0		1
51		3		0
98		2		3
7		3		0
61		1		2
50		2		7
98		2		2
57		1		5
23		3		1
72		0		0
77		1		1
3		3		2
42		2		4
38		2		3
31		3		7
18		2		3
5		1		6
27		3		7
41		1		2
48		0		6
36		0		2
93		1		7
65		1		3
4		0		0
76		0		0
96		0		6
94		2		7
56		0		0
88		0		6
7		3		7
25		1		6
82		2		6
0		0		5
86		2		5
95		3		6
95		3		4
84		0		1
23		3		5
44		0		7
90		2		0
3		3		6
78		2		1
90		2		6
86		2		2
32		0		5
49		1		2
23		3		3
40		0		7
44		0		6
68		0		7
64		0		0
27		3		5
5		1		6
2		2		5
77		1		0
73		1		5
31		3		4
82		2		5
90		2		0
51		3		7
14		2		0
33		1		1
87		3		1
65		1		3
4		0		5
74		2		4
49		1		6
21		1		6
4		0		4
7		3		2
16		0		1
19		3		3
37		1		5
72		0		7
22		2		7
54		2		4
27		3		7
77		1		2
65		1		6
49		1		1
80		0		0
41		1		1
30		2		7
36		0		2
87		3		3
20		0		7
76		0		3
7		3		1
93		1		3
45		1		7
7		3		7
55		3		2
39		3		0
53		1		0
79		3		2
77		1		3
78		2		6
88		0		0
33		1		4
47		3		0
20		0		7
80		0		4
11		3		3
14		2		4
70		2		7
71		3		1
62		2		6
64		0		5
62		2		1
9		1		5
71		3		6
0		0		6
57		1		5
62		2		2
65		1		1
67		3		1
29		1		3
38		2		4
86		2		4
96		0		4
15		3		3
34		2		1
97		1		2
83		3		7
19		3		4
53		1		6
31		3		5
44		0		0
46		2		3
82		2		4
68		0		5
1		1		5
48		0		3
89		1		6
43		3		1
91		3		2
56		0		1
40		0		5
27		3		3
17		1		6
15		3		2
92		0		2
27		3		1
38		2		2
96		0		5
90		2		0
74		2		3
14		2		3
83		3		7
9		1		6
41		1		4
89		1		5
29		1		5
7		3		0
52		0		0
6		2		7
98		2		3
18		2		1
88		0		4
51		3		0
29		1		1
0		0		4
85		1		6
79		3		4
70		2		0
98		2		7
41		1		3
60		0		2
68		0		7
79		3		0
43		3		1
92		0		1
88		0		2
71		3		0
18		2		6
64		0		0
16		0		1
4		0		5
31		3		3
25		1		5
23		3		3
12		0		0
15		3		1
87		3		7
44		0		6
8		0		0
3		3		0
85		1		4
14		2		4
72		0		0
31		3		5
80		0		3
2		2		4
52		0		5
71		3		1
87		3		3
52		0		7
11		3		3
76		0		6
55		3		1
16		0		3
65		1		4
67		3		2
16		0		5
7		3		4
13		1		2
77		1		6
37		1		7
34		2		5
17		1		2
70		2		0
53		1		2
3		3		0
42		2		0
15		3		1
57		1		3
12		0		2
55		3		7
72		0		7
12		0		3
64		0		1
69		1		5
23		3		2
73		1		2
99		3		2
16		0		5
94		2		1
44		0		1
85		1		6
33		1		0
35		3		2
36		0		3
12		0		3
30		2		1
67		3		6
16		0		7
71		3		2
24		0		7
44		0		1
57		1		4
39		3		5
65		1		5
94		2		1
87		3		7
95		3		0
84		0		6
63		3		4
33		1		7
15		3		3
12		0		2
61		1		5
17		1		1
19		3		6
32		0		3
91		3		1
11		3		3
62		2		1
20		0		4
86		2		7
87		3		2
80		0		3
68		0		3
43		3		2
70		2		7
69		1		3
45		1		7
68		0		3
16		0		7
57		1		0
54		2		0
37		1		2
